Index [#],Phase [#],Displacement [um],Time [s],Pos X [um],Pos Y [um],Pos Z [um],Piezo X [um],Piezo Y [um],Piezo Z [um],Force A [uN],Force B [uN],Gripper [V],Voltage A [V],Voltage B [V],Temperature [oC],Indent Depth [um],Filtered time [uN},Filtered force [uN],SG Force [uN],Est Force 2nd derivative,Filtered displacement [um],Sel Time [s],Sel Force [N],Sel Modulus Uncorrected [Pa],Sel Modulus Corrected [Pa],Sel Modulus GMM Fit [Pa],Sel Time Normalised [s m-2],Sel Force Normalised []
0.0,3.0,50.00232,14561.92567,-857.86864,-422.196,-27142.8,-3e-05,-0.00014,50.13715,208.79614,,0.0,-0.00145,-0.00456,22.76856,72.17007,,,,,,,,,,,,
0.0,3.0,50.00152,14561.93067,-857.868,-422.196,-27142.8,-8e-05,0.00023,50.13608,208.37252,,0.0,-0.00146,-0.00454,22.7687,72.16927,,,,,,,,,,,,
0.0,3.0,50.00211,14561.93567,-857.86836,-422.196,-27142.8,-0.00041,-8e-05,50.13693,208.77883,,0.0,-0.0015,-0.00462,22.7686,72.16986,,,,,,,,,,,,
0.0,3.0,50.00257,14561.94067,-857.869,-422.196,-27142.8,-0.00025,-4e-05,50.13749,208.93039,,0.0,-0.00144,-0.00455,22.76859,72.17032,,,,,,,,,,,,
0.0,3.0,50.00162,14561.94567,-857.869,-422.19572,-27142.8,-0.00017,-0.00027,50.13622,208.43227,,0.0,-0.00149,-0.00455,22.76856,72.16937,,,,,,,,,,,,
0.0,3.0,50.00172,14561.95067,-857.869,-422.195,-27142.8,-0.0,-0.00014,50.13642,208.5906,,0.0,-0.00146,-0.00452,22.76865,72.16947,,,,,,,,,,,,
0.0,3.0,50.00258,14561.95567,-857.86872,-422.19521,-27142.8,3e-05,-0.00013,50.13753,208.98528,,0.0,-0.00144,-0.00456,22.76849,72.17033,,,,,,,,,,,,
0.0,3.0,50.00193,14561.96067,-857.868,-422.196,-27142.8,5e-05,1e-05,50.13658,208.5195,,0.0,-0.00145,-0.00457,22.76849,72.16968,,,,,,,,,,,,
0.0,3.0,50.00173,14561.96567,-857.86836,-422.196,-27142.8,6e-05,0.00039,50.13633,208.44179,,0.0,-0.00149,-0.00454,22.76853,72.16948,,,,,,,,,,,,
0.0,3.0,50.00264,14561.97067,-857.869,-422.196,-27142.8,0.00014,0.00039,50.13758,208.97665,,0.0,-0.00145,-0.00454,22.76852,72.17038,,,,,,,,,,,,
0.0,3.0,50.00228,14561.97567,-857.869,-422.19572,-27142.80021,-5e-05,5e-05,50.13703,208.67261,,0.0,-0.00146,-0.00459,22.76871,72.17002,,,,,,,,,,,,
0.0,3.0,50.00157,14561.98067,-857.869,-422.195,-27142.801,0.00015,-6e-05,50.1361,208.33332,,0.0,-0.00149,-0.00457,22.76869,72.16932,,,,,,,,,,,,
0.0,3.0,50.00237,14561.98567,-857.86921,-422.19515,-27142.801,0.00034,9e-05,50.13723,208.85004,,0.0,-0.00145,-0.00459,22.76863,72.17011,,,,,,,,,,,,
0.0,3.0,50.00269,14561.99067,-857.87,-422.196,-27142.801,7e-05,-4e-05,50.13757,208.86855,,0.0,-0.00145,-0.00458,22.76851,72.17044,,,,,,,,,,,,
0.0,3.0,50.00177,14561.99567,-857.86972,-422.196,-27142.801,0.0001,4e-05,50.13632,208.36855,,0.0,-0.00146,-0.00458,22.76846,72.16952,,,,,,,,,,,,
0.0,3.0,50.00201,14562.00067,-857.869,-422.196,-27142.801,5e-05,0.00058,50.13674,208.63546,,0.0,-0.00144,-0.00457,22.76854,72.16976,,,,,,,,,,,,
0.0,3.0,50.00284,14562.00567,-857.869,-422.19579,-27142.801,0.00016,9e-05,50.13781,209.00737,,0.0,-0.00143,-0.00457,22.76851,72.17059,,,,,,,,,,,,
0.0,3.0,50.00208,14562.01067,-857.869,-422.195,-27142.801,4e-05,-0.00019,50.13672,208.50507,,0.0,-0.00145,-0.00455,22.76858,72.16983,,,,,,,,,,,,
0.0,3.0,50.00159,14562.01567,-857.869,-422.195,-27142.801,0.00024,-0.00017,50.13616,208.38785,,0.0,-0.00142,-0.00455,22.76842,72.16934,,,,,,,,,,,,
0.0,3.0,50.0026,14562.02067,-857.869,-422.195,-27142.801,0.00036,-2e-05,50.1375,208.91469,,0.0,-0.00145,-0.00457,22.76849,72.17034,,,,,,,,,,,,
0.0,3.0,50.00245,14562.02567,-857.869,-422.19521,-27142.801,1e-05,-0.00034,50.13721,208.68784,,0.0,-0.00145,-0.00457,22.76861,72.17019,,,,,,,,,,,,
0.0,3.0,50.00165,14562.03067,-857.869,-422.196,-27142.801,-0.00014,3e-05,50.13618,208.32339,,0.0,-0.00147,-0.00458,22.76862,72.1694,,,,,,,,,,,,
0.0,3.0,50.00223,14562.03567,-857.86915,-422.196,-27142.80079,-5e-05,0.00057,50.13703,208.74395,,0.0,-0.00147,-0.00459,22.76854,72.16998,,,,,,,,,,,,
0.0,3.0,50.0025,14562.04067,-857.87,-422.196,-27142.8,-0.00021,0.00019,50.13734,208.81728,,0.0,-0.00147,-0.00458,22.76853,72.17024,,,,,,,,,,,,
0.0,3.0,50.00172,14562.04567,-857.86964,-422.196,-27142.80015,-0.00014,-0.00044,50.13626,208.33816,,0.0,-0.00145,-0.00458,22.76864,72.16947,,,,,,,,,,,,
0.0,3.0,50.00195,14562.05067,-857.869,-422.196,-27142.801,-0.00018,-8e-05,50.13665,208.59763,,0.0,-0.00144,-0.00459,22.7686,72.1697,,,,,,,,,,,,
0.0,3.0,50.0026,14562.05567,-857.86872,-422.196,-27142.80085,-0.00014,-0.00031,50.1375,208.89309,,0.0,-0.00146,-0.0046,22.76861,72.17035,,,,,,,,,,,,
0.0,3.0,50.00195,14562.06067,-857.868,-422.196,-27142.8,-0.00031,-0.00052,50.13654,208.42368,,0.0,-0.00142,-0.00457,22.76859,72.16969,,,,,,,,,,,,
0.0,3.0,50.00185,14562.06567,-857.868,-422.19572,-27142.80021,-0.00023,8e-05,50.13647,208.4782,,0.0,-0.00142,-0.00454,22.76853,72.16959,,,,,,,,,,,,
0.0,3.0,50.0026,14562.07067,-857.868,-422.195,-27142.801,-9e-05,0.00029,50.13746,208.85544,,0.0,-0.00144,-0.00455,22.7686,72.17034,,,,,,,,,,,,
0.0,3.0,50.0021,14562.07567,-857.86836,-422.19521,-27142.801,-6e-05,-0.00024,50.13678,208.57006,,0.0,-0.00148,-0.00457,22.76857,72.16984,,,,,,,,,,,,
0.0,3.0,50.00165,14562.08067,-857.869,-422.196,-27142.801,-8e-05,-0.00036,50.13621,208.37183,,0.0,-0.00143,-0.00459,22.76865,72.1694,,,,,,,,,,,,
0.0,3.0,50.00226,14562.08567,-857.86864,-422.196,-27142.80085,0.00021,-0.0001,50.13704,208.73001,,0.0,-0.00147,-0.00457,22.76847,72.17,,,,,,,,,,,,
0.0,3.0,50.00237,14562.09067,-857.868,-422.196,-27142.8,9e-05,-4e-05,50.13712,208.674,,0.0,-0.00147,-0.00458,22.76871,72.17012,,,,,,,,,,,,
0.0,3.0,50.00175,14562.09567,-857.868,-422.19572,-27142.8,-0.0001,-0.0001,50.13629,208.34139,,0.0,-0.00148,-0.00456,22.76877,72.1695,,,,,,,,,,,,
0.0,3.0,50.00211,14562.10067,-857.868,-422.195,-27142.8,-0.00013,0.00023,50.13683,208.62666,,0.0,-0.00143,-0.00456,22.76861,72.16986,,,,,,,,,,,,
0.0,3.0,50.0025,14562.10567,-857.868,-422.195,-27142.8,9e-05,0.00033,50.1373,208.74633,,0.0,-0.00143,-0.00455,22.76857,72.17025,,,,,,,,,,,,
0.0,3.0,50.00175,14562.11067,-857.868,-422.195,-27142.8,-0.00014,-0.00057,50.1363,208.37334,,0.0,-0.00144,-0.00456,22.76866,72.16949,,,,,,,,,,,,
0.0,3.0,50.00191,14562.11567,-857.86836,-422.195,-27142.8,7e-05,-0.00045,50.13655,208.49999,,0.0,-0.00146,-0.0046,22.7686,72.16966,,,,,,,,,,,,
0.0,3.0,50.00245,14562.12067,-857.869,-422.195,-27142.8,0.00016,0.00017,50.13727,208.78378,,0.0,-0.00143,-0.00453,22.7686,72.1702,,,,,,,,,,,,
0.0,3.0,50.00195,14562.12567,-857.869,-422.195,-27142.8,-4e-05,-5e-05,50.13655,208.44743,,0.0,-0.00143,-0.00455,22.7685,72.1697,,,,,,,,,,,,
0.0,3.0,50.00174,14562.13067,-857.869,-422.195,-27142.8,-0.00033,-0.0002,50.13627,208.33112,,0.0,-0.0014,-0.00454,22.76857,72.16949,,,,,,,,,,,,
0.0,3.0,50.00238,14562.13567,-857.869,-422.195,-27142.8,-0.00014,0.00024,50.1372,208.78273,,0.0,-0.00146,-0.00456,22.76857,72.17012,,,,,,,,,,,,
0.0,3.0,50.0023,14562.14067,-857.869,-422.195,-27142.8,0.00021,0.00037,50.13702,208.61809,,0.0,-0.00142,-0.00453,22.76879,72.17005,,,,,,,,,,,,
0.0,3.0,50.00154,14562.14567,-857.86885,-422.19528,-27142.80021,0.00011,-0.00043,50.136,208.21786,,0.0,-0.00144,-0.00459,22.76849,72.16929,,,,,,,,,,,,
0.0,3.0,50.00219,14562.15067,-857.868,-422.196,-27142.801,0.00022,-5e-05,50.13693,208.65515,,0.0,-0.00143,-0.00459,22.7687,72.16994,,,,,,,,,,,,
0.0,3.0,50.00259,14562.15567,-857.86836,-422.196,-27142.80079,0.00021,0.00038,50.13742,208.80174,,0.0,-0.00143,-0.00458,22.7686,72.17033,,,,,,,,,,,,
0.0,3.0,50.00167,14562.16067,-857.869,-422.196,-27142.8,0.00026,0.0002,50.13615,208.25396,,0.0,-0.00138,-0.00455,22.76865,72.16941,,,,,,,,,,,,
0.0,3.0,50.00167,14562.16567,-857.86864,-422.19572,-27142.80015,8e-05,-7e-05,50.13627,208.42924,,0.0,-0.0014,-0.00454,22.76861,72.16942,,,,,,,,,,,,
0.0,3.0,50.00264,14562.17067,-857.868,-422.195,-27142.801,-7e-05,-2e-05,50.13749,208.83737,,0.0,-0.00142,-0.00456,22.76849,72.17038,,,,,,,,,,,,
0.0,3.0,50.00196,14562.17567,-857.86836,-422.19528,-27142.801,0.00025,0.00025,50.13656,208.44354,,0.0,-0.00142,-0.00455,22.76839,72.16971,,,,,,,,,,,,
0.0,3.0,50.00161,14562.18067,-857.869,-422.196,-27142.801,0.00013,1e-05,50.1361,208.26126,,0.0,-0.00146,-0.00457,22.76854,72.16936,,,,,,,,,,,,
0.0,3.0,50.00229,14562.18567,-857.869,-422.196,-27142.801,0.00011,-0.00012,50.13708,208.7316,,0.0,-0.00146,-0.00456,22.76874,72.17004,,,,,,,,,,,,
0.0,3.0,50.00235,14562.19067,-857.869,-422.196,-27142.801,-0.00012,0.0003,50.13708,208.63152,,0.0,-0.00149,-0.00455,22.76864,72.1701,,,,,,,,,,,,
0.0,3.0,50.0015,14562.19567,-857.86936,-422.196,-27142.801,-0.0003,0.00018,50.13594,208.18843,,0.0,-0.00145,-0.00454,22.76873,72.16925,,,,,,,,,,,,
0.0,3.0,50.00211,14562.20067,-857.87,-422.196,-27142.801,-0.00023,2e-05,50.13681,208.58435,,0.0,-0.00145,-0.00456,22.76863,72.16986,,,,,,,,,,,,
0.0,3.0,50.0025,14562.20567,-857.86927,-422.196,-27142.801,-0.0001,9e-05,50.1373,208.75566,,0.0,-0.00145,-0.00457,22.76849,72.17024,,,,,,,,,,,,
0.0,3.0,50.00179,14562.21067,-857.868,-422.196,-27142.801,-1e-05,-0.00021,50.13625,208.22476,,0.0,-0.00147,-0.00449,22.76848,72.16953,,,,,,,,,,,,
0.0,3.0,50.00174,14562.21567,-857.86828,-422.19579,-27142.80085,9e-05,-0.00012,50.13633,208.42256,,0.0,-0.00145,-0.00456,22.76869,72.16949,,,,,,,,,,,,
0.0,3.0,50.00256,14562.22067,-857.869,-422.195,-27142.8,0.00017,-8e-05,50.1374,208.80768,,0.0,-0.00145,-0.00454,22.76872,72.1703,,,,,,,,,,,,
0.0,3.0,50.00183,14562.22567,-857.86864,-422.19521,-27142.80021,5e-05,3e-05,50.13638,208.36134,,0.0,-0.00146,-0.00458,22.76857,72.16958,,,,,,,,,,,,
0.0,3.0,50.00148,14562.23067,-857.868,-422.196,-27142.801,1e-05,0.00044,50.13596,208.24548,,0.0,-0.00144,-0.00459,22.76866,72.16923,,,,,,,,,,,,
0.0,3.0,50.00235,14562.23567,-857.86815,-422.196,-27142.801,-0.00015,-4e-05,50.13715,208.74551,,0.0,-0.00146,-0.00452,22.76857,72.1701,,,,,,,,,,,,
0.0,3.0,50.00223,14562.24067,-857.869,-422.196,-27142.801,-0.0,-0.00032,50.1369,208.54021,,0.0,-0.00147,-0.00455,22.76846,72.16998,,,,,,,,,,,,
0.0,3.0,50.00139,14562.24567,-857.86872,-422.19579,-27142.801,0.00016,-2e-05,50.1358,208.14224,,0.0,-0.00145,-0.00454,22.76866,72.16914,,,,,,,,,,,,
0.0,3.0,50.00204,14562.25067,-857.868,-422.195,-27142.801,7e-05,7e-05,50.13672,208.56186,,0.0,-0.00152,-0.00449,22.76866,72.16978,,,,,,,,,,,,
0.0,3.0,50.00253,14562.25567,-857.86836,-422.195,-27142.80085,-0.0003,-7e-05,50.13731,208.70719,,0.0,-0.00155,-0.00452,22.76861,72.17028,,,,,,,,,,,,
0.0,3.0,50.00158,14562.26067,-857.869,-422.195,-27142.8,-0.00035,-1e-05,50.13603,208.20353,,0.0,-0.00152,-0.00449,22.76879,72.16932,,,,,,,,,,,,
0.0,3.0,50.00178,14562.26567,-857.86864,-422.19528,-27142.80015,-0.00021,9e-05,50.13633,208.35545,,0.0,-0.00151,-0.00455,22.76869,72.16953,,,,,,,,,,,,
0.0,3.0,50.00247,14562.27067,-857.868,-422.196,-27142.801,-8e-05,-3e-05,50.13728,208.76107,,0.0,-0.00151,-0.00452,22.76855,72.17022,,,,,,,,,,,,
0.0,3.0,50.00195,14562.27567,-857.86828,-422.196,-27142.80085,-6e-05,-0.00063,50.13648,208.32455,,0.0,-0.00155,-0.00456,22.76843,72.1697,,,,,,,,,,,,
0.0,3.0,50.0015,14562.28067,-857.869,-422.196,-27142.8,-3e-05,-1e-05,50.13595,208.21303,,0.0,-0.00151,-0.00453,22.76872,72.16925,,,,,,,,,,,,
0.0,3.0,50.00248,14562.28567,-857.86915,-422.196,-27142.80021,-0.00025,0.00014,50.13728,208.74684,,0.0,-0.00152,-0.00452,22.76864,72.17023,,,,,,,,,,,,
0.0,3.0,50.00218,14562.29067,-857.87,-422.196,-27142.801,-2e-05,-7e-05,50.13681,208.48535,,0.0,-0.00148,-0.00451,22.76881,72.16992,,,,,,,,,,,,
0.0,3.0,50.00152,14562.29567,-857.86927,-422.19572,-27142.80079,-0.00025,0.00011,50.13591,208.10747,,0.0,-0.00147,-0.00454,22.76862,72.16927,,,,,,,,,,,,
0.0,3.0,50.00228,14562.30067,-857.868,-422.195,-27142.8,-4e-05,0.00062,50.13698,208.60022,,0.0,-0.00141,-0.00451,22.76877,72.17003,,,,,,,,,,,,
0.0,3.0,50.00237,14562.30567,-857.86821,-422.19528,-27142.8,0.00029,2e-05,50.13709,208.62315,,0.0,-0.00144,-0.00451,22.76853,72.17012,,,,,,,,,,,,
0.0,3.0,50.00151,14562.31067,-857.869,-422.196,-27142.8,0.0002,-0.00049,50.13589,208.09836,,0.0,-0.00147,-0.00453,22.76873,72.16925,,,,,,,,,,,,
0.0,3.0,50.00177,14562.31567,-857.869,-422.196,-27142.80021,5e-05,-0.00029,50.13633,208.38382,,0.0,-0.00147,-0.00456,22.76858,72.16951,,,,,,,,,,,,
0.0,3.0,50.00259,14562.32067,-857.869,-422.196,-27142.801,-0.0002,0.00045,50.13739,208.75235,,0.0,-0.00147,-0.00455,22.7685,72.17033,,,,,,,,,,,,
0.0,3.0,50.0019,14562.32567,-857.86885,-422.19572,-27142.80079,-0.00029,4e-05,50.13637,208.24231,,0.0,-0.00145,-0.00455,22.76869,72.16965,,,,,,,,,,,,
0.0,3.0,50.00149,14562.33067,-857.868,-422.195,-27142.8,-0.00019,0.00013,50.13591,208.15323,,0.0,-0.00146,-0.00454,22.76863,72.16924,,,,,,,,,,,,
0.0,3.0,50.0025,14562.33567,-857.86873,-422.19479,-27142.8,-3e-05,0.00061,50.13727,208.70758,,0.0,-0.00141,-0.00452,22.76869,72.17025,,,,,,,,,,,,
0.0,3.0,50.00223,14562.34067,-857.87,-422.194,-27142.8,0.00012,-0.0001,50.13683,208.43609,,0.0,-0.00143,-0.00458,22.76856,72.16998,,,,,,,,,,,,
0.0,3.0,50.00138,14562.34567,-857.86964,-422.19456,-27142.79985,0.00015,-0.00055,50.13574,208.07834,,0.0,-0.00145,-0.00453,22.76848,72.16912,,,,,,,,,,,,
0.0,3.0,50.00206,14562.35067,-857.869,-422.196,-27142.799,0.00014,8e-05,50.13674,208.56545,,0.0,-0.00142,-0.00452,22.76858,72.16981,,,,,,,,,,,,
0.0,3.0,50.00258,14562.35567,-857.86864,-422.19579,-27142.799,-8e-05,0.0002,50.13728,208.59578,,0.0,-0.00142,-0.00455,22.7684,72.17033,,,,,,,,,,,,
0.0,3.0,50.00163,14562.36067,-857.868,-422.195,-27142.799,-0.00026,-3e-05,50.13604,208.14315,,0.0,-0.00145,-0.00455,22.7686,72.16938,,,,,,,,,,,,
0.0,3.0,50.00193,14562.36567,-857.868,-422.195,-27142.79915,-4e-05,0.00025,50.13651,208.40124,,0.0,-0.00145,-0.00456,22.76871,72.16968,,,,,,,,,,,,
0.0,3.0,50.00254,14562.37067,-857.868,-422.195,-27142.8,6e-05,0.00013,50.13727,208.64775,,0.0,-0.00145,-0.00452,22.76861,72.17028,,,,,,,,,,,,
0.0,3.0,50.00175,14562.37567,-857.868,-422.195,-27142.8,0.00024,-4e-05,50.1362,208.21063,,0.0,-0.00146,-0.00453,22.76845,72.16949,,,,,,,,,,,,
0.0,3.0,50.00169,14562.38067,-857.868,-422.195,-27142.8,-7e-05,-0.00063,50.13617,208.24186,,0.0,-0.00139,-0.00458,22.7687,72.16944,,,,,,,,,,,,
0.0,3.0,50.00251,14562.38567,-857.868,-422.19542,-27142.80015,1e-05,3e-05,50.13724,208.63235,,0.0,-0.0015,-0.00453,22.76866,72.17026,,,,,,,,,,,,
0.0,3.0,50.00192,14562.39067,-857.868,-422.197,-27142.801,-7e-05,0.0005,50.13645,208.3309,,0.0,-0.00151,-0.00455,22.76862,72.16967,,,,,,,,,,,,
0.0,3.0,50.00145,14562.39567,-857.86836,-422.19672,-27142.801,-0.00028,7e-05,50.13585,208.11503,,0.0,-0.0015,-0.00451,22.76861,72.1692,,,,,,,,,,,,
0.0,3.0,50.00217,14562.40067,-857.869,-422.196,-27142.801,-0.0,0.00027,50.13684,208.56224,,0.0,-0.00151,-0.00451,22.76874,72.16991,,,,,,,,,,,,
0.0,3.0,50.00232,14562.40567,-857.86872,-422.196,-27142.801,0.00016,0.00022,50.13695,208.48665,,0.0,-0.00144,-0.00453,22.76865,72.17006,,,,,,,,,,,,
0.0,3.0,50.00149,14562.41067,-857.868,-422.196,-27142.801,5e-05,-0.00044,50.13587,208.09232,,0.0,-0.00147,-0.00455,22.7686,72.16924,,,,,,,,,,,,
0.0,3.0,50.00197,14562.41567,-857.86856,-422.196,-27142.80085,8e-05,-0.00046,50.13655,208.40705,,0.0,-0.00147,-0.00451,22.76849,72.16972,,,,,,,,,,,,
0.0,3.0,50.00244,14562.42067,-857.87,-422.196,-27142.8,0.00015,-2e-05,50.13713,208.57639,,0.0,-0.00144,-0.00452,22.76847,72.17019,,,,,,,,,,,,
0.0,3.0,50.00181,14562.42567,-857.86972,-422.19579,-27142.8,-0.00017,4e-05,50.13623,208.16189,,0.0,-0.00142,-0.00455,22.76881,72.16956,,,,,,,,,,,,
0.0,3.0,50.00187,14562.43067,-857.869,-422.195,-27142.8,3e-05,0.00032,50.13636,208.26844,,0.0,-0.00144,-0.00453,22.76867,72.16961,,,,,,,,,,,,
0.0,3.0,50.00231,14562.43567,-857.869,-422.19521,-27142.8,0.00022,0.00018,50.13701,208.59047,,0.0,-0.00146,-0.00453,22.76871,72.17006,,,,,,,,,,,,
0.0,3.0,50.00198,14562.44067,-857.869,-422.196,-27142.8,3e-05,-5e-05,50.13645,208.2429,,0.0,-0.0015,-0.00454,22.76864,72.16972,,,,,,,,,,,,
0.0,3.0,50.00158,14562.44567,-857.86872,-422.19579,-27142.8,-0.00012,-0.00011,50.13601,208.16151,,0.0,-0.00147,-0.00455,22.76858,72.16933,,,,,,,,,,,,
0.0,3.0,50.00234,14562.45067,-857.868,-422.195,-27142.8,-0.00011,-0.00012,50.137,208.53266,,0.0,-0.00143,-0.00451,22.76865,72.17008,,,,,,,,,,,,
0.0,3.0,50.00205,14562.45567,-857.868,-422.195,-27142.8,-0.00038,-0.0001,50.13659,208.35084,,0.0,-0.00146,-0.00453,22.76844,72.1698,,,,,,,,,,,,
0.0,3.0,50.00154,14562.46067,-857.868,-422.195,-27142.8,-0.00055,-0.00015,50.13589,208.05103,,0.0,-0.00141,-0.00451,22.76854,72.16929,,,,,,,,,,,,
0.0,3.0,50.00216,14562.46567,-857.86772,-422.19521,-27142.8,-0.00024,-2e-05,50.1368,208.4881,,0.0,-0.00147,-0.00454,22.7687,72.16991,,,,,,,,,,,,
0.0,3.0,50.00236,14562.47067,-857.867,-422.196,-27142.8,0.0002,0.0001,50.13701,208.51446,,0.0,-0.00145,-0.00455,22.76868,72.17011,,,,,,,,,,,,
0.0,3.0,50.00156,14562.47567,-857.86756,-422.19579,-27142.8,-0.00013,-0.00014,50.1359,208.03211,,0.0,-0.00146,-0.00451,22.76872,72.16931,,,,,,,,,,,,
0.0,3.0,50.00186,14562.48067,-857.869,-422.195,-27142.8,4e-05,-0.00014,50.13639,208.32195,,0.0,-0.00139,-0.00458,22.76869,72.16961,,,,,,,,,,,,
0.0,3.0,50.00252,14562.48567,-857.86879,-422.19528,-27142.8,-0.00019,-0.00014,50.13725,208.63998,,0.0,-0.00145,-0.00454,22.76873,72.17026,,,,,,,,,,,,
0.0,3.0,50.00179,14562.49067,-857.868,-422.196,-27142.8,-0.0,-0.00012,50.13619,208.13044,,0.0,-0.00146,-0.00452,22.76869,72.16954,,,,,,,,,,,,
0.0,3.0,50.00146,14562.49567,-857.86815,-422.19628,-27142.8,-9e-05,0.00018,50.13583,208.08262,,0.0,-0.00141,-0.00461,22.76871,72.16921,,,,,,,,,,,,
0.0,3.0,50.0024,14562.50067,-857.869,-422.197,-27142.8,0.0003,0.0001,50.13711,208.60771,,0.0,-0.00141,-0.00454,22.76855,72.17014,,,,,,,,,,,,
0.0,3.0,50.00205,14562.50567,-857.86864,-422.19679,-27142.80021,0.00019,-0.00012,50.13657,208.30937,,0.0,-0.00146,-0.00455,22.76862,72.1698,,,,,,,,,,,,
0.0,3.0,50.00151,14562.51067,-857.868,-422.196,-27142.801,0.00011,9e-05,50.13582,207.97433,,0.0,-0.00148,-0.00454,22.76865,72.16926,,,,,,,,,,,,
0.0,3.0,50.00226,14562.51567,-857.86873,-422.196,-27142.80079,-1e-05,-0.00025,50.1369,208.48945,,0.0,-0.00148,-0.00455,22.76864,72.17001,,,,,,,,,,,,
0.0,3.0,50.00248,14562.52067,-857.87,-422.196,-27142.8,0.00021,-8e-05,50.1371,208.47089,,0.0,-0.00144,-0.00456,22.76877,72.17023,,,,,,,,,,,,
0.0,3.0,50.00148,14562.52567,-857.86979,-422.19572,-27142.80021,0.0003,-2e-05,50.13578,207.97179,,0.0,-0.00146,-0.00454,22.76864,72.16922,,,,,,,,,,,,
0.0,3.0,50.0018,14562.53067,-857.869,-422.195,-27142.801,8e-05,0.00011,50.13632,208.31072,,0.0,-0.00147,-0.00453,22.76849,72.16955,,,,,,,,,,,,
0.0,3.0,50.00259,14562.53567,-857.869,-422.19521,-27142.80079,0.00027,0.00017,50.13729,208.59282,,0.0,-0.00147,-0.00453,22.76864,72.17034,,,,,,,,,,,,
0.0,3.0,50.00165,14562.54067,-857.869,-422.196,-27142.8,0.00032,5e-05,50.13601,208.05321,,0.0,-0.0014,-0.00453,22.76872,72.1694,,,,,,,,,,,,
0.0,3.0,50.00153,14562.54567,-857.869,-422.196,-27142.80015,-2e-05,2e-05,50.13593,208.11657,,0.0,-0.00145,-0.00455,22.76873,72.16928,,,,,,,,,,,,
0.0,3.0,50.00262,14562.55067,-857.869,-422.196,-27142.801,0.00017,0.00027,50.13733,208.61508,,0.0,-0.00144,-0.00455,22.7687,72.17037,,,,,,,,,,,,
0.0,3.0,50.00211,14562.55567,-857.86872,-422.19558,-27142.80085,-0.00014,-0.00042,50.13656,208.2186,,0.0,-0.00146,-0.00454,22.7687,72.16985,,,,,,,,,,,,
0.0,3.0,50.00142,14562.56067,-857.868,-422.194,-27142.8,-0.00033,3e-05,50.13571,207.95918,,0.0,-0.00143,-0.00454,22.76877,72.16917,,,,,,,,,,,,
0.0,3.0,50.00229,14562.56567,-857.86828,-422.19442,-27142.8,-9e-05,0.00015,50.13692,208.48661,,0.0,-0.00143,-0.00453,22.76865,72.17003,,,,,,,,,,,,
0.0,3.0,50.0023,14562.57067,-857.869,-422.196,-27142.8,-0.0001,-0.00027,50.13686,208.37943,,0.0,-0.00147,-0.00454,22.76879,72.17004,,,,,,,,,,,,
0.0,3.0,50.00148,14562.57567,-857.869,-422.19579,-27142.80015,-0.0002,-0.0001,50.13574,207.91651,,0.0,-0.00144,-0.00456,22.76882,72.16922,,,,,,,,,,,,
0.0,3.0,50.00189,14562.58067,-857.869,-422.195,-27142.801,-0.00031,0.0001,50.13641,208.30553,,0.0,-0.00142,-0.00451,22.76885,72.16964,,,,,,,,,,,,
0.0,3.0,50.00241,14562.58567,-857.869,-422.195,-27142.80079,-0.00026,2e-05,50.13703,208.47919,,0.0,-0.00143,-0.00457,22.76862,72.17015,,,,,,,,,,,,
0.0,3.0,50.00154,14562.59067,-857.869,-422.195,-27142.8,3e-05,-8e-05,50.13586,208.00076,,0.0,-0.00148,-0.00451,22.76873,72.16929,,,,,,,,,,,,
0.0,3.0,50.00161,14562.59567,-857.869,-422.195,-27142.8,-1e-05,1e-05,50.13601,208.13321,,0.0,-0.00147,-0.00454,22.76857,72.16935,,,,,,,,,,,,
0.0,3.0,50.00245,14562.60067,-857.869,-422.195,-27142.8,0.00021,0.00016,50.1371,208.51575,,0.0,-0.00144,-0.00456,22.76867,72.1702,,,,,,,,,,,,
0.0,3.0,50.00176,14562.60567,-857.869,-422.19521,-27142.79979,0.00032,-0.00043,50.13615,208.11614,,0.0,-0.00145,-0.00457,22.76865,72.1695,,,,,,,,,,,,
0.0,3.0,50.00143,14562.61067,-857.869,-422.196,-27142.799,0.0002,-0.00019,50.13575,208.00594,,0.0,-0.00145,-0.00454,22.76857,72.16918,,,,,,,,,,,,
0.0,3.0,50.00246,14562.61567,-857.869,-422.19572,-27142.79915,0.00014,0.00037,50.13712,208.53294,,0.0,-0.00142,-0.00455,22.76868,72.17021,,,,,,,,,,,,
0.0,3.0,50.00221,14562.62067,-857.869,-422.195,-27142.8,0.0002,-7e-05,50.1367,208.27347,,0.0,-0.00143,-0.00451,22.76862,72.16996,,,,,,,,,,,,
0.0,3.0,50.00135,14562.62567,-857.869,-422.19528,-27142.8,-6e-05,-0.00034,50.1356,207.89198,,0.0,-0.00141,-0.00454,22.76871,72.1691,,,,,,,,,,,,
0.0,3.0,50.00221,14562.63067,-857.869,-422.196,-27142.8,-3e-05,0.00028,50.13678,208.3987,,0.0,-0.0014,-0.00454,22.76861,72.16995,,,,,,,,,,,,
0.0,3.0,50.00244,14562.63567,-857.86844,-422.196,-27142.8,0.0003,4e-05,50.13703,208.42282,,0.0,-0.00145,-0.00454,22.76864,72.17019,,,,,,,,,,,,
